有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
 上櫃認購(售)權證  ,,,,,,,
735449,穩懋凱基27購01,TW22Z7354493,2022/09/07,上櫃,,RWSCCA,
735450,力旺群益23購02,TW22Z7354501,2022/09/07,上櫃,,RWSCCA,
735451,力旺群益24購01,TW22Z7354519,2022/09/07,上櫃,,RWSCCA,
735452,元太群益23購13,TW22Z7354527,2022/09/07,上櫃,,RWSCCA,
735453,宏觀群益23購02,TW22Z7354535,2022/09/07,上櫃,,RWSCCA,
735454,明安群益23購02,TW22Z7354543,2022/09/07,上櫃,,RWSCCA,
735455,信驊群益23購02,TW22Z7354550,2022/09/07,上櫃,,RWSCCA,
735456,信驊群益23購03,TW22Z7354568,2022/09/07,上櫃,,RWSCCA,
735457,譜瑞元富23購02,TW22Z7354576,2022/09/07,上櫃,,RWSCCA,
735458,力旺國票23購01,TW22Z7354584,2022/09/07,上櫃,,RWSCCA,
735459,力旺國票24購01,TW22Z7354592,2022/09/07,上櫃,,RWSCCA,
735460,長聖國票24購01,TW22Z7354600,2022/09/07,上櫃,,RWSCCA,
735461,創惟國票24購01,TW22Z7354618,2022/09/07,上櫃,,RWSCCA,
735462,力旺統一25購01,TW22Z7354626,2022/09/07,上櫃,,RWSCCA,
735463,力旺統一25購02,TW22Z7354634,2022/09/07,上櫃,,RWSCCA,
735464,台半統一25購01,TW22Z7354642,2022/09/07,上櫃,,RWSCCA,
735465,明安統一26購01,TW22Z7354659,2022/09/07,上櫃,,RWSCCA,
735466,晟德統一24購02,TW22Z7354667,2022/09/07,上櫃,,RWSCCA,
735467,健喬統一25購03,TW22Z7354675,2022/09/07,上櫃,,RWSCCA,
735468,創惟統一25購01,TW22Z7354683,2022/09/07,上櫃,,RWSCCA,
735469,鈊象統一25購01,TW22Z7354691,2022/09/07,上櫃,,RWSCCA,
735470,創惟麥證25購01,TW22Z7354709,2022/09/07,上櫃,,RWSCCE,
735471,長聖國泰25購01,TW22Z7354717,2022/09/07,上櫃,,RWSCCA,
735472,晶宏國泰25購01,TW22Z7354725,2022/09/07,上櫃,,RWSCCA,
735473,同致永豐23購01,TW22Z7354733,2022/09/07,上櫃,,RWSCCA,
735474,明安永豐24購01,TW22Z7354741,2022/09/07,上櫃,,RWSCCA,
735475,朋程永豐23購01,TW22Z7354758,2022/09/07,上櫃,,RWSCCA,
735476,廣運永豐24購01,TW22Z7354766,2022/09/07,上櫃,,RWSCCA,
735477,譜瑞永豐23購01,TW22Z7354774,2022/09/07,上櫃,,RWSCCA,
735478,力旺元大23購04,TW22Z7354782,2022/09/07,上櫃,,RWSCCA,
735479,力旺元大25購02,TW22Z7354790,2022/09/07,上櫃,,RWSCCA,
735480,力旺元大26購02,TW22Z7354808,2022/09/07,上櫃,,RWSCCA,
735481,凡甲元大23購01,TW22Z7354816,2022/09/07,上櫃,,RWSCCA,
735482,凡甲元大23購02,TW22Z7354824,2022/09/07,上櫃,,RWSCCA,
735483,大江元大23購01,TW22Z7354832,2022/09/07,上櫃,,RWSCCA,
735484,伍豐元大23購04,TW22Z7354840,2022/09/07,上櫃,,RWSCCA,
735485,昇佳電元大23購01,TW22Z7354857,2022/09/07,上櫃,,RWSCCA,
735486,昇佳電元大23購02,TW22Z7354865,2022/09/07,上櫃,,RWSCCA,
735487,晟德元大23購03,TW22Z7354873,2022/09/07,上櫃,,RWSCCA,
735488,港建元大23購04,TW22Z7354881,2022/09/07,上櫃,,RWSCCA,
735489,港建元大28購01,TW22Z7354899,2022/09/07,上櫃,,RWSCCA,
735490,萬潤元大23購02,TW22Z7354907,2022/09/07,上櫃,,RWSCCA,
735491,大田統一24購01,TW22Z7354915,2022/09/08,上櫃,,RWSCCA,
735492,大江統一24購01,TW22Z7354923,2022/09/08,上櫃,,RWSCCA,
735493,明安統一24購01,TW22Z7354931,2022/09/08,上櫃,,RWSCCA,
735494,朋程統一26購01,TW22Z7354949,2022/09/08,上櫃,,RWSCCA,
735495,群聯統一25購01,TW22Z7354956,2022/09/08,上櫃,,RWSCCA,
735496,鈺創統一25購01,TW22Z7354964,2022/09/08,上櫃,,RWSCCA,
735497,台半富邦23購01,TW22Z7354972,2022/09/08,上櫃,,RWSCCA,
735498,長聖中信24購01,TW22Z7354980,2022/09/08,上櫃,,RWSCCE,
735499,泰博永豐24購01,TW22Z7354998,2022/09/08,上櫃,,RWSCCA,
735500,宜特國票24購02,TW22Z7355003,2022/09/08,上櫃,,RWSCCA,
735501,鈺創國票24購01,TW22Z7355011,2022/09/08,上櫃,,RWSCCA,
735502,譜瑞國票24購01,TW22Z7355029,2022/09/08,上櫃,,RWSCCA,
735503,普誠康和25購01,TW22Z7355037,2022/09/08,上櫃,,RWSCCA,
735504,大田元大23購01,TW22Z7355045,2022/09/08,上櫃,,RWSCCA,
735505,正基元大25購01,TW22Z7355052,2022/09/08,上櫃,,RWSCCA,
735506,明安元大23購01,TW22Z7355060,2022/09/08,上櫃,,RWSCCA,
735507,朋程元大23購06,TW22Z7355078,2022/09/08,上櫃,,RWSCCA,
735508,金居元大23購03,TW22Z7355086,2022/09/08,上櫃,,RWSCCA,
735509,泰博元大23購06,TW22Z7355094,2022/09/08,上櫃,,RWSCCA,
735510,健喬元大23購05,TW22Z7355102,2022/09/08,上櫃,,RWSCCA,
735511,鈊象元大23購05,TW22Z7355110,2022/09/08,上櫃,,RWSCCA,
735512,鈊象元大23購06,TW22Z7355128,2022/09/08,上櫃,,RWSCCA,
735513,同致元富23購02,TW22Z7355136,2022/09/08,上櫃,,RWSCCA,
735514,鈊象元富23購01,TW22Z7355144,2022/09/08,上櫃,,RWSCCA,
735515,伍豐凱基25購01,TW22Z7355151,2022/09/08,上櫃,,RWSCCA,
735516,朋程凱基24購01,TW22Z7355169,2022/09/08,上櫃,,RWSCCA,
735517,晟德凱基23購02,TW22Z7355177,2022/09/08,上櫃,,RWSCCA,
735518,精星凱基24購01,TW22Z7355185,2022/09/08,上櫃,,RWSCCA,
735519,世界元富23購01,TW22Z7355193,2022/09/12,上櫃,,RWSCCA,
735520,元太凱基27購03,TW22Z7355201,2022/09/12,上櫃,,RWSCCA,
735521,宏觀凱基24購01,TW22Z7355219,2022/09/12,上櫃,,RWSCCA,
735522,金居凱基23購02,TW22Z7355227,2022/09/12,上櫃,,RWSCCA,
735523,耕興凱基23購01,TW22Z7355235,2022/09/12,上櫃,,RWSCCA,
735524,鈊象凱基23購03,TW22Z7355243,2022/09/12,上櫃,,RWSCCA,
735525,朋程國票23購01,TW22Z7355250,2022/09/12,上櫃,,RWSCCA,
735526,普誠群益23購02,TW22Z7355268,2022/09/12,上櫃,,RWSCCA,
735527,鈊象群益23購01,TW22Z7355276,2022/09/12,上櫃,,RWSCCA,
735528,泰博統一25購02,TW22Z7355284,2022/09/12,上櫃,,RWSCCA,
735529,鈺創統一25購02,TW22Z7355292,2022/09/12,上櫃,,RWSCCA,
735530,朋程麥證24購02,TW22Z7355300,2022/09/12,上櫃,,RWSCCE,
735531,鈊象永豐23購02,TW22Z7355318,2022/09/12,上櫃,,RWSCCA,
735532,元太元大27購04,TW22Z7355326,2022/09/12,上櫃,,RWSCCA,
735533,宏捷科元大23購03,TW22Z7355334,2022/09/12,上櫃,,RWSCCA,
735534,明安元大23購02,TW22Z7355342,2022/09/12,上櫃,,RWSCCA,
735535,明基醫元大23購02,TW22Z7355359,2022/09/12,上櫃,,RWSCCA,
735536,晟德元大23購04,TW22Z7355367,2022/09/12,上櫃,,RWSCCA,
735537,創惟元大23購05,TW22Z7355375,2022/09/12,上櫃,,RWSCCA,
735538,港建元大23購05,TW22Z7355383,2022/09/12,上櫃,,RWSCCA,
735539,網家元大23購01,TW22Z7355391,2022/09/12,上櫃,,RWSCCA,
735540,網家元大23購02,TW22Z7355409,2022/09/12,上櫃,,RWSCCA,
735541,譜瑞元大23購11,TW22Z7355417,2022/09/12,上櫃,,RWSCCA,
735542,譜瑞元大28購01,TW22Z7355425,2022/09/12,上櫃,,RWSCCA,
735543,中天群益23購03,TW22Z7355433,2022/09/13,上櫃,,RWSCCA,
735544,中天群益23購04,TW22Z7355441,2022/09/13,上櫃,,RWSCCA,
735545,昇達科群益23購01,TW22Z7355458,2022/09/13,上櫃,,RWSCCA,
735546,譜瑞元富23購03,TW22Z7355466,2022/09/13,上櫃,,RWSCCA,
735547,大江凱基24購01,TW22Z7355474,2022/09/13,上櫃,,RWSCCA,
735548,中天凱基27購03,TW22Z7355482,2022/09/13,上櫃,,RWSCCA,
735549,閎康凱基23購02,TW22Z7355490,2022/09/13,上櫃,,RWSCCA,
735550,聚和凱基23購01,TW22Z7355508,2022/09/13,上櫃,,RWSCCA,
735551,大江國票24購01,TW22Z7355516,2022/09/13,上櫃,,RWSCCA,
735552,信驊國票24購01,TW22Z7355524,2022/09/13,上櫃,,RWSCCA,
735553,亞信康和25購01,TW22Z7355532,2022/09/13,上櫃,,RWSCCA,
735554,鈊象康和25購01,TW22Z7355540,2022/09/13,上櫃,,RWSCCA,
735555,中天永豐23購03,TW22Z7355557,2022/09/13,上櫃,,RWSCCA,
735556,中天永豐23購04,TW22Z7355565,2022/09/13,上櫃,,RWSCCA,
735557,茂達永豐23購01,TW22Z7355573,2022/09/13,上櫃,,RWSCCA,
735558,港建永豐25購01,TW22Z7355581,2022/09/13,上櫃,,RWSCCA,
735559,大江元大23購02,TW22Z7355599,2022/09/13,上櫃,,RWSCCA,
735560,中天元大25購02,TW22Z7355607,2022/09/13,上櫃,,RWSCCA,
735561,中天元大26購04,TW22Z7355615,2022/09/13,上櫃,,RWSCCA,
735562,中天元大28購02,TW22Z7355623,2022/09/13,上櫃,,RWSCCA,
735563,宏觀元大23購02,TW22Z7355631,2022/09/13,上櫃,,RWSCCA,
735564,宜特元大23購03,TW22Z7355649,2022/09/13,上櫃,,RWSCCA,
735565,美琪瑪元大23購04,TW22Z7355656,2022/09/13,上櫃,,RWSCCA,
735566,新普元大23購02,TW22Z7355664,2022/09/13,上櫃,,RWSCCA,
735567,鈺創元大29購01,TW22Z7355672,2022/09/13,上櫃,,RWSCCA,
735568,精材元大23購02,TW22Z7355680,2022/09/13,上櫃,,RWSCCA,
735569,聚和元大23購02,TW22Z7355698,2022/09/13,上櫃,,RWSCCA,
735570,譜瑞元大23購12,TW22Z7355706,2022/09/13,上櫃,,RWSCCA,
735571,中天統一25購03,TW22Z7355714,2022/09/13,上櫃,,RWSCCA,
735572,中天統一27購01,TW22Z7355722,2022/09/13,上櫃,,RWSCCA,
735573,中天統一29購01,TW22Z7355730,2022/09/13,上櫃,,RWSCCA,
735574,長聖統一24購01,TW22Z7355748,2022/09/13,上櫃,,RWSCCA,
735575,鈺創統一26購01,TW22Z7355755,2022/09/13,上櫃,,RWSCCA,
735576,環球晶統一25購01,TW22Z7355763,2022/09/13,上櫃,,RWSCCA,
735577,中天麥證23購01,TW22Z7355771,2022/09/14,上櫃,,RWSCCE,
735578,泰博麥證25購01,TW22Z7355789,2022/09/14,上櫃,,RWSCCE,
735579,中美晶元富24購01,TW22Z7355797,2022/09/14,上櫃,,RWSCCA,
735580,朋程元富23購02,TW22Z7355805,2022/09/14,上櫃,,RWSCCA,
735581,長聖元富24購02,TW22Z7355813,2022/09/14,上櫃,,RWSCCA,
735582,中天凱基24購02,TW22Z7355821,2022/09/14,上櫃,,RWSCCA,
735583,元太凱基23購11,TW22Z7355839,2022/09/14,上櫃,,RWSCCA,
735584,宜特凱基24購01,TW22Z7355847,2022/09/14,上櫃,,RWSCCA,
735585,中天統一27購02,TW22Z7355854,2022/09/14,上櫃,,RWSCCA,
735586,台半統一27購01,TW22Z7355862,2022/09/14,上櫃,,RWSCCA,
735587,台康統一26購02,TW22Z7355870,2022/09/14,上櫃,,RWSCCA,
735588,台康統一26購03,TW22Z7355888,2022/09/14,上櫃,,RWSCCA,
735589,宏捷科統一25購01,TW22Z7355896,2022/09/14,上櫃,,RWSCCA,
735590,長聖統一25購03,TW22Z7355904,2022/09/14,上櫃,,RWSCCA,
735591,精星統一25購01,TW22Z7355912,2022/09/14,上櫃,,RWSCCA,
735592,聚積統一26購01,TW22Z7355920,2022/09/14,上櫃,,RWSCCA,
735593,中天群益23購07,TW22Z7355938,2022/09/14,上櫃,,RWSCCA,
735594,中天群益23購08,TW22Z7355946,2022/09/14,上櫃,,RWSCCA,
735595,台康群益27購01,TW22Z7355953,2022/09/14,上櫃,,RWSCCA,
735596,世界國票24購01,TW22Z7355961,2022/09/14,上櫃,,RWSCCA,
735597,台康國票24購01,TW22Z7355979,2022/09/14,上櫃,,RWSCCA,
735598,欣銓國票24購01,TW22Z7355987,2022/09/14,上櫃,,RWSCCA,
735599,長聖國票24購02,TW22Z7355995,2022/09/14,上櫃,,RWSCCA,
735600,晟德國票24購01,TW22Z7356001,2022/09/14,上櫃,,RWSCCA,
735601,宏觀中信23購01,TW22Z7356019,2022/09/14,上櫃,,RWSCCE,
735602,晟德國泰25購01,TW22Z7356027,2022/09/14,上櫃,,RWSCCA,
735603,大學光永豐23購01,TW22Z7356035,2022/09/14,上櫃,,RWSCCA,
735604,世界永豐23購01,TW22Z7356043,2022/09/14,上櫃,,RWSCCA,
735605,台康永豐23購02,TW22Z7356050,2022/09/14,上櫃,,RWSCCA,
735606,台康永豐24購01,TW22Z7356068,2022/09/14,上櫃,,RWSCCA,
735607,長聖永豐24購01,TW22Z7356076,2022/09/14,上櫃,,RWSCCA,
735608,新普永豐23購01,TW22Z7356084,2022/09/14,上櫃,,RWSCCA,
735609,環球晶永豐23購01,TW22Z7356092,2022/09/14,上櫃,,RWSCCA,
735610,大江元大23購03,TW22Z7356100,2022/09/14,上櫃,,RWSCCA,
735611,中天元大28購03,TW22Z7356118,2022/09/14,上櫃,,RWSCCA,
735612,元太元大26購03,TW22Z7356126,2022/09/14,上櫃,,RWSCCA,
735613,良維元大23購04,TW22Z7356134,2022/09/14,上櫃,,RWSCCA,
735614,明安元大23購03,TW22Z7356142,2022/09/14,上櫃,,RWSCCA,
735615,茂迪元大23購01,TW22Z7356159,2022/09/14,上櫃,,RWSCCA,
735616,群聯元大23購06,TW22Z7356167,2022/09/14,上櫃,,RWSCCA,
735617,群聯元大23購07,TW22Z7356175,2022/09/14,上櫃,,RWSCCA,
735618,群聯元大27購01,TW22Z7356183,2022/09/14,上櫃,,RWSCCA,
735619,鈺創元大23購02,TW22Z7356191,2022/09/14,上櫃,,RWSCCA,
735620,昇達科國票24購01,TW22Z7356209,2022/09/15,上櫃,,RWSCCA,
735621,閎康國票24購01,TW22Z7356217,2022/09/15,上櫃,,RWSCCA,
735622,朋程台新23購01,TW22Z7356225,2022/09/15,上櫃,,RWSCCE,
735623,欣銓凱基24購01,TW22Z7356233,2022/09/15,上櫃,,RWSCCA,
735624,茂迪凱基23購02,TW22Z7356241,2022/09/15,上櫃,,RWSCCA,
735625,越峰凱基23購01,TW22Z7356258,2022/09/15,上櫃,,RWSCCA,
735626,新普凱基24購01,TW22Z7356266,2022/09/15,上櫃,,RWSCCA,
735627,漢磊凱基24購02,TW22Z7356274,2022/09/15,上櫃,,RWSCCA,
735628,漢磊凱基24購03,TW22Z7356282,2022/09/15,上櫃,,RWSCCA,
735629,漢磊凱基27購01,TW22Z7356290,2022/09/15,上櫃,,RWSCCA,
735630,同致群益25購01,TW22Z7356308,2022/09/15,上櫃,,RWSCCA,
735631,宏捷科永豐24購01,TW22Z7356316,2022/09/15,上櫃,,RWSCCA,
735632,華景電永豐24購01,TW22Z7356324,2022/09/15,上櫃,,RWSCCA,
735633,漢磊永豐23購02,TW22Z7356332,2022/09/15,上櫃,,RWSCCA,
735634,漢磊永豐24購01,TW22Z7356340,2022/09/15,上櫃,,RWSCCA,
735635,漢磊永豐25購01,TW22Z7356357,2022/09/15,上櫃,,RWSCCA,
735636,朋程統一25購02,TW22Z7356365,2022/09/15,上櫃,,RWSCCA,
735637,萬泰科統一26購01,TW22Z7356373,2022/09/15,上櫃,,RWSCCA,
735638,鈺創統一25購03,TW22Z7356381,2022/09/15,上櫃,,RWSCCA,
735639,漢磊統一25購02,TW22Z7356399,2022/09/15,上櫃,,RWSCCA,
735640,漢磊統一26購01,TW22Z7356407,2022/09/15,上櫃,,RWSCCA,
735641,穩懋統一25購06,TW22Z7356415,2022/09/15,上櫃,,RWSCCA,
735642,欣銓富邦24購01,TW22Z7356423,2022/09/15,上櫃,,RWSCCA,
735643,漢磊富邦25購01,TW22Z7356431,2022/09/15,上櫃,,RWSCCA,
735644,環球晶富邦27購02,TW22Z7356449,2022/09/15,上櫃,,RWSCCA,
735645,聯亞富邦25購01,TW22Z7356456,2022/09/15,上櫃,,RWSCCA,
735646,譜瑞富邦23購01,TW22Z7356464,2022/09/15,上櫃,,RWSCCA,
735647,中天元大27購03,TW22Z7356472,2022/09/15,上櫃,,RWSCCA,
735648,中天元大28購04,TW22Z7356480,2022/09/15,上櫃,,RWSCCA,
735649,中天元大29購01,TW22Z7356498,2022/09/15,上櫃,,RWSCCA,
735650,台康元大23購01,TW22Z7356506,2022/09/15,上櫃,,RWSCCA,
735651,台康元大24購01,TW22Z7356514,2022/09/15,上櫃,,RWSCCA,
735652,台康元大24購02,TW22Z7356522,2022/09/15,上櫃,,RWSCCA,
735653,岳豐元大23購02,TW22Z7356530,2022/09/15,上櫃,,RWSCCA,
735654,欣銓元大23購03,TW22Z7356548,2022/09/15,上櫃,,RWSCCA,
735655,美琪瑪元大23購05,TW22Z7356555,2022/09/15,上櫃,,RWSCCA,
735656,晟德元大23購05,TW22Z7356563,2022/09/15,上櫃,,RWSCCA,
735657,港建元大23購06,TW22Z7356571,2022/09/15,上櫃,,RWSCCA,
735658,越峰元大23購01,TW22Z7356589,2022/09/15,上櫃,,RWSCCA,
735659,鈊象元大29購01,TW22Z7356597,2022/09/15,上櫃,,RWSCCA,
735660,鈺創元大28購01,TW22Z7356605,2022/09/15,上櫃,,RWSCCA,
735661,聚和元大23購03,TW22Z7356613,2022/09/15,上櫃,,RWSCCA,
